OrderID,Date,Customer,Product,Category,Region,Quantity,UnitPrice,Revenue,PaymentMethod
5945,2025-05-06,Customer_104,Laptop,Electronics,Central,8,10910,87280,Card
5946,2023-05-08,Customer_650,Printer,Accessories,North,10,3217,32170,UPI
5947,2023-12-27,Customer_278,Watch,Accessories,South,5,47890,239450,Net Banking
5948,2024-12-06,Customer_345,Phone,Electronics,North,2,26104,52208,Net Banking
5949,2024-02-22,Customer_695,Phone,Gadgets,South,10,14402,144020,UPI
5950,2023-02-07,Customer_135,Camera,Electronics,East,4,48458,193832,Net Banking
5951,2023-05-12,Customer_15,Tablet,Electronics,Central,2,18621,37242,Card
5952,2023-02-24,Customer_775,Watch,Accessories,East,6,39513,237078,UPI
5953,2023-03-09,Customer_906,Watch,Accessories,South,1,9749,9749,UPI
5954,2024-06-25,Customer_287,Tablet,Electronics,East,1,32472,32472,UPI
5955,2023-01-15,Customer_888,Printer,Gadgets,Central,4,48832,195328,Card
5956,2023-07-08,Customer_811,Camera,Electronics,Central,10,40352,403520,Net Banking
5957,2023-01-26,Customer_951,Phone,Accessories,East,1,20310,20310,Card
5958,2023-03-30,Customer_99,Laptop,Gadgets,North,8,32233,257864,Card
5959,2023-08-30,Customer_487,Watch,Accessories,South,3,32544,97632,Card
5960,2024-05-16,Customer_408,Headphones,Accessories,East,5,29390,146950,Cash
5961,2024-03-24,Customer_346,Phone,Accessories,East,8,15261,122088,UPI
5962,2023-11-14,Customer_185,Camera,Electronics,East,8,6878,55024,Net Banking
5963,2024-02-21,Customer_223,Headphones,Electronics,East,4,38517,154068,Card
5964,2024-09-13,Customer_985,Tablet,Electronics,West,1,9598,9598,Cash
5965,2023-12-21,Customer_851,Laptop,Gadgets,North,4,17190,68760,Card
5966,2024-10-13,Customer_484,Phone,Gadgets,North,7,10828,75796,UPI
5967,2024-05-31,Customer_221,Phone,Accessories,West,8,12882,103056,Cash
5968,2025-05-01,Customer_461,Phone,Gadgets,Central,1,14986,14986,Cash
5969,2024-12-06,Customer_614,Camera,Electronics,South,8,23217,185736,Card
5970,2024-08-03,Customer_943,Watch,Accessories,East,8,44275,354200,Cash
5971,2023-10-22,Customer_963,Printer,Electronics,North,2,28118,56236,Card
5972,2023-07-01,Customer_91,Laptop,Gadgets,West,6,39693,238158,Cash
5973,2023-01-04,Customer_258,Watch,Accessories,East,4,26312,105248,Card
5974,2024-02-06,Customer_767,Tablet,Accessories,East,4,11009,44036,Net Banking
5975,2024-08-25,Customer_779,Laptop,Accessories,South,3,45721,137163,Cash
5976,2024-10-08,Customer_408,Laptop,Accessories,South,3,29429,88287,Card
5977,2023-11-23,Customer_520,Phone,Accessories,Central,1,41604,41604,Net Banking
5978,2024-07-12,Customer_617,Tablet,Gadgets,West,2,4194,8388,Card
5979,2023-07-12,Customer_45,Camera,Accessories,South,1,1434,1434,Cash
5980,2023-03-03,Customer_527,Watch,Accessories,South,3,22920,68760,Net Banking
5981,2024-10-22,Customer_379,Headphones,Accessories,East,5,26877,134385,Net Banking
5982,2023-05-04,Customer_670,Headphones,Electronics,Central,5,30811,154055,Cash
5983,2023-09-05,Customer_189,Tablet,Accessories,West,4,14932,59728,UPI
5984,2025-04-19,Customer_961,Headphones,Accessories,West,9,19180,172620,Cash
5985,2023-12-09,Customer_124,Tablet,Gadgets,West,4,22316,89264,Net Banking
5986,2023-11-17,Customer_376,Headphones,Electronics,East,2,34229,68458,Cash
5987,2025-03-17,Customer_396,Watch,Accessories,West,10,44711,447110,UPI
5988,2024-12-21,Customer_336,Printer,Gadgets,East,10,27264,272640,Net Banking
5989,2023-01-13,Customer_762,Laptop,Gadgets,South,4,29840,119360,UPI
5990,2023-06-07,Customer_263,Phone,Gadgets,West,5,34305,171525,Card
5991,2023-04-01,Customer_334,Laptop,Gadgets,South,3,8880,26640,Cash
5992,2025-01-19,Customer_650,Tablet,Accessories,East,8,39026,312208,UPI
5993,2025-05-09,Customer_497,Watch,Electronics,West,3,15563,46689,Net Banking
5994,2024-02-28,Customer_959,Laptop,Accessories,North,5,9932,49660,Net Banking
5995,2023-11-11,Customer_48,Phone,Electronics,South,10,31424,314240,Cash
5996,2023-08-14,Customer_573,Printer,Accessories,South,3,39188,117564,Card
5997,2023-05-05,Customer_776,Laptop,Gadgets,South,6,42336,254016,Card
5998,2023-11-15,Customer_622,Watch,Electronics,Central,3,11391,34173,UPI
5999,2023-02-03,Customer_920,Laptop,Gadgets,East,10,26329,263290,Card
6000,2024-07-24,Customer_662,Tablet,Electronics,West,7,44859,314013,UPI
6001,2023-07-22,Customer_957,Camera,Electronics,Central,8,35790,286320,Card
6002,2024-11-06,Customer_704,Watch,Accessories,West,7,30509,213563,Cash
6003,2023-02-21,Customer_409,Headphones,Gadgets,South,5,20386,101930,Net Banking
6004,2024-02-06,Customer_442,Headphones,Gadgets,East,9,15047,135423,Cash
6005,2024-11-27,Customer_419,Camera,Gadgets,East,4,34450,137800,Card
6006,2025-06-18,Customer_335,Watch,Gadgets,East,1,35193,35193,UPI
6007,2024-08-16,Customer_489,Phone,Accessories,West,3,37912,113736,Card
6008,2024-01-22,Customer_336,Headphones,Gadgets,South,4,9855,39420,Net Banking
6009,2025-01-22,Customer_969,Printer,Electronics,West,4,41919,167676,UPI
6010,2025-01-05,Customer_170,Printer,Accessories,Central,10,47135,471350,Net Banking
6011,2023-02-26,Customer_198,Watch,Gadgets,East,8,12089,96712,Card
6012,2023-09-17,Customer_108,Watch,Accessories,West,7,26567,185969,Cash
6013,2023-12-28,Customer_560,Laptop,Accessories,Central,7,6197,43379,Cash
6014,2024-01-23,Customer_834,Printer,Gadgets,West,3,33409,100227,Net Banking
6015,2025-02-14,Customer_966,Watch,Gadgets,Central,9,31359,282231,Card
6016,2023-10-06,Customer_252,Tablet,Gadgets,East,1,49908,49908,UPI
6017,2023-03-27,Customer_820,Camera,Accessories,Central,6,27834,167004,Cash
6018,2023-08-24,Customer_999,Watch,Accessories,East,1,37294,37294,Card
6019,2024-12-13,Customer_558,Watch,Electronics,North,9,16725,150525,Cash
6020,2023-05-05,Customer_431,Headphones,Gadgets,South,5,31230,156150,Cash
6021,2025-04-03,Customer_617,Phone,Gadgets,South,8,32863,262904,Card
6022,2024-10-08,Customer_898,Camera,Gadgets,North,2,44635,89270,Card
6023,2023-06-13,Customer_99,Printer,Electronics,North,7,14594,102158,UPI
6024,2023-07-04,Customer_102,Laptop,Electronics,South,4,38506,154024,UPI
6025,2023-06-05,Customer_653,Phone,Electronics,South,4,26385,105540,Card
6026,2024-11-26,Customer_182,Laptop,Accessories,North,10,36761,367610,Cash
6027,2023-06-21,Customer_563,Headphones,Electronics,South,4,8508,34032,Net Banking
6028,2024-05-10,Customer_357,Phone,Electronics,North,3,41291,123873,Cash
6029,2025-05-18,Customer_328,Phone,Electronics,West,8,42154,337232,Net Banking
6030,2024-08-12,Customer_6,Watch,Gadgets,North,1,46319,46319,Cash
6031,2024-11-02,Customer_890,Camera,Gadgets,North,8,25155,201240,UPI
6032,2025-05-13,Customer_245,Phone,Electronics,East,5,35207,176035,UPI
6033,2023-08-12,Customer_936,Printer,Gadgets,West,2,24926,49852,Cash
6034,2023-11-17,Customer_634,Tablet,Gadgets,West,5,29031,145155,Cash
6035,2023-04-27,Customer_12,Headphones,Gadgets,North,9,30135,271215,Card
6036,2024-05-09,Customer_55,Phone,Gadgets,South,1,17179,17179,Cash
6037,2024-09-30,Customer_956,Phone,Gadgets,Central,1,36237,36237,Card
6038,2023-10-17,Customer_858,Watch,Gadgets,Central,2,12212,24424,Card
6039,2023-06-21,Customer_882,Laptop,Accessories,North,1,25053,25053,Card
6040,2023-07-02,Customer_143,Tablet,Gadgets,North,9,15798,142182,UPI
6041,2023-07-11,Customer_152,Watch,Accessories,West,3,24154,72462,Cash
6042,2023-06-17,Customer_479,Laptop,Electronics,North,2,29116,58232,UPI
6043,2025-01-12,Customer_912,Tablet,Electronics,Central,4,11475,45900,Net Banking
6044,2024-05-20,Customer_457,Watch,Electronics,North,2,26772,53544,Cash
6045,2023-04-26,Customer_755,Printer,Accessories,West,9,27463,247167,Card
6046,2024-09-04,Customer_194,Laptop,Electronics,East,2,22329,44658,Net Banking
6047,2025-06-14,Customer_799,Tablet,Electronics,West,8,15826,126608,Cash
6048,2023-06-24,Customer_86,Phone,Electronics,Central,10,20086,200860,Net Banking
6049,2024-12-03,Customer_969,Printer,Accessories,South,1,19041,19041,Cash
6050,2024-01-05,Customer_288,Printer,Electronics,North,10,34703,347030,Cash
6051,2023-03-04,Customer_815,Watch,Accessories,North,8,21625,173000,UPI
6052,2023-01-03,Customer_561,Camera,Accessories,Central,6,11235,67410,UPI
6053,2024-02-27,Customer_517,Headphones,Accessories,North,4,33043,132172,UPI
6054,2024-03-22,Customer_8,Headphones,Gadgets,West,1,48592,48592,Card
6055,2023-01-25,Customer_302,Watch,Accessories,West,5,43745,218725,Cash
6056,2023-12-14,Customer_918,Camera,Electronics,East,6,47547,285282,Cash
6057,2023-03-28,Customer_657,Headphones,Electronics,West,3,30290,90870,Net Banking
6058,2023-09-06,Customer_27,Watch,Electronics,Central,3,37508,112524,Cash
6059,2025-05-17,Customer_370,Watch,Gadgets,South,3,1213,3639,Cash
6060,2023-04-03,Customer_29,Printer,Electronics,North,4,17252,69008,Net Banking
6061,2023-07-20,Customer_908,Printer,Accessories,Central,1,5283,5283,Cash
6062,2024-01-08,Customer_323,Laptop,Electronics,East,1,26794,26794,Cash
6063,2023-03-09,Customer_737,Watch,Accessories,East,8,5588,44704,Cash
6064,2024-04-16,Customer_361,Laptop,Gadgets,West,5,35939,179695,Net Banking
6065,2024-08-03,Customer_646,Headphones,Gadgets,Central,7,13295,93065,Cash
6066,2023-06-17,Customer_677,Printer,Accessories,North,8,48883,391064,Cash
6067,2023-11-12,Customer_556,Watch,Accessories,Central,2,16651,33302,Cash
6068,2024-08-14,Customer_716,Laptop,Electronics,North,5,22472,112360,Net Banking
6069,2024-05-26,Customer_427,Printer,Gadgets,West,8,29268,234144,Cash
6070,2024-08-21,Customer_409,Printer,Accessories,South,5,37494,187470,Cash
6071,2023-04-09,Customer_461,Headphones,Electronics,Central,3,6696,20088,Net Banking
6072,2023-11-10,Customer_133,Tablet,Electronics,West,8,3129,25032,Card
6073,2024-11-12,Customer_359,Phone,Gadgets,North,5,46635,233175,Card
6074,2023-11-09,Customer_673,Headphones,Gadgets,South,8,30675,245400,Card
6075,2023-11-27,Customer_940,Printer,Electronics,South,1,40953,40953,UPI
6076,2024-10-13,Customer_537,Camera,Gadgets,South,9,18048,162432,Net Banking
6077,2025-03-13,Customer_470,Phone,Accessories,Central,8,11945,95560,Card
6078,2024-09-26,Customer_484,Camera,Electronics,South,6,46413,278478,Cash
6079,2023-06-17,Customer_590,Watch,Accessories,North,10,16404,164040,Net Banking
6080,2024-11-12,Customer_785,Headphones,Electronics,Central,9,20707,186363,Net Banking
6081,2023-10-21,Customer_466,Camera,Accessories,East,3,44889,134667,Card
6082,2024-08-22,Customer_356,Camera,Electronics,East,7,44870,314090,Card
6083,2024-12-28,Customer_567,Phone,Gadgets,North,9,48540,436860,Net Banking
6084,2024-11-08,Customer_255,Headphones,Accessories,South,3,31519,94557,UPI
6085,2025-06-06,Customer_646,Phone,Electronics,East,1,26087,26087,Card
6086,2023-02-27,Customer_252,Printer,Electronics,West,7,13242,92694,UPI
6087,2025-03-09,Customer_384,Laptop,Electronics,East,3,6520,19560,Net Banking
6088,2024-12-07,Customer_217,Phone,Accessories,East,3,27736,83208,Net Banking
6089,2023-06-25,Customer_909,Printer,Gadgets,Central,7,12424,86968,Card
6090,2023-07-19,Customer_273,Tablet,Accessories,North,5,18583,92915,UPI
6091,2024-01-07,Customer_278,Printer,Gadgets,North,5,13829,69145,UPI
6092,2023-05-31,Customer_272,Laptop,Electronics,North,8,22751,182008,UPI
6093,2023-10-28,Customer_784,Camera,Accessories,West,5,11424,57120,Cash
6094,2024-10-08,Customer_787,Camera,Gadgets,East,3,41490,124470,UPI
6095,2024-01-23,Customer_166,Phone,Gadgets,North,6,5388,32328,Cash
6096,2023-05-06,Customer_924,Headphones,Accessories,West,10,11879,118790,UPI
6097,2024-11-07,Customer_900,Headphones,Accessories,South,10,39574,395740,Net Banking
6098,2023-06-27,Customer_668,Tablet,Accessories,South,6,14551,87306,Net Banking
6099,2024-01-19,Customer_246,Printer,Gadgets,Central,2,24101,48202,Cash
6100,2023-03-04,Customer_967,Headphones,Accessories,North,5,24655,123275,Cash
6101,2025-03-27,Customer_182,Camera,Electronics,East,8,37779,302232,Card
6102,2023-02-19,Customer_333,Tablet,Accessories,Central,3,17544,52632,Card
6103,2023-03-20,Customer_258,Laptop,Gadgets,Central,2,9695,19390,Net Banking
6104,2023-11-04,Customer_697,Phone,Gadgets,West,9,42439,381951,Net Banking
6105,2023-06-22,Customer_648,Tablet,Electronics,North,2,18106,36212,Net Banking
6106,2023-01-14,Customer_743,Headphones,Accessories,Central,7,7986,55902,Cash
6107,2024-01-22,Customer_457,Printer,Gadgets,West,4,49648,198592,UPI
6108,2024-09-13,Customer_613,Laptop,Electronics,North,9,32683,294147,Cash
6109,2024-01-31,Customer_449,Tablet,Electronics,West,2,17949,35898,Cash
6110,2023-12-25,Customer_327,Camera,Electronics,North,2,11293,22586,Cash
6111,2023-05-23,Customer_2,Watch,Electronics,North,7,3390,23730,UPI
6112,2025-02-18,Customer_951,Laptop,Electronics,West,3,37063,111189,Net Banking
6113,2025-03-19,Customer_948,Printer,Gadgets,South,3,7893,23679,Card
6114,2023-03-03,Customer_719,Camera,Accessories,North,5,49490,247450,UPI
6115,2023-05-25,Customer_782,Tablet,Electronics,West,10,26388,263880,Net Banking
6116,2024-09-24,Customer_168,Camera,Gadgets,West,9,17622,158598,Cash
6117,2023-03-05,Customer_859,Watch,Electronics,East,2,18736,37472,UPI
6118,2023-05-20,Customer_863,Tablet,Accessories,North,8,15103,120824,Net Banking
6119,2023-06-23,Customer_736,Phone,Gadgets,Central,7,4938,34566,UPI
6120,2024-08-15,Customer_614,Tablet,Electronics,Central,6,48987,293922,UPI
6121,2024-04-12,Customer_917,Tablet,Gadgets,West,7,14481,101367,Net Banking
6122,2024-12-20,Customer_236,Printer,Gadgets,Central,3,39365,118095,Cash
6123,2023-12-15,Customer_676,Tablet,Accessories,West,10,31251,312510,Card
6124,2024-02-04,Customer_738,Headphones,Accessories,North,8,20939,167512,Cash
6125,2023-02-11,Customer_748,Tablet,Gadgets,South,10,18364,183640,Cash
6126,2023-11-21,Customer_999,Laptop,Accessories,South,10,4148,41480,Card
6127,2023-12-16,Customer_365,Printer,Accessories,North,3,35282,105846,Net Banking
6128,2024-09-25,Customer_430,Watch,Accessories,West,1,40962,40962,Card
6129,2024-01-01,Customer_929,Tablet,Gadgets,West,7,1620,11340,Net Banking
6130,2023-12-01,Customer_91,Printer,Electronics,South,2,4231,8462,UPI
6131,2023-05-13,Customer_859,Headphones,Electronics,South,7,20868,146076,UPI
6132,2023-04-17,Customer_597,Camera,Electronics,South,5,23125,115625,UPI
6133,2023-03-04,Customer_416,Camera,Accessories,Central,4,21579,86316,UPI
6134,2023-09-04,Customer_792,Tablet,Electronics,East,4,31343,125372,Net Banking
6135,2025-02-21,Customer_741,Watch,Gadgets,East,1,29811,29811,Net Banking
6136,2024-11-29,Customer_897,Tablet,Accessories,West,4,32340,129360,UPI
6137,2024-07-27,Customer_78,Printer,Gadgets,East,3,22143,66429,Card
6138,2023-06-24,Customer_469,Tablet,Gadgets,Central,5,27979,139895,Cash
6139,2023-03-26,Customer_873,Watch,Accessories,East,3,10841,32523,Net Banking
6140,2024-08-26,Customer_577,Printer,Gadgets,South,10,18440,184400,Net Banking
6141,2023-12-02,Customer_261,Phone,Electronics,Central,7,33028,231196,Cash
6142,2023-05-26,Customer_39,Laptop,Electronics,Central,6,18142,108852,Net Banking
6143,2023-01-01,Customer_585,Laptop,Gadgets,East,2,22945,45890,Cash
6144,2023-05-12,Customer_328,Tablet,Electronics,West,10,48983,489830,Net Banking
6145,2023-11-24,Customer_725,Phone,Gadgets,Central,6,5034,30204,Card
6146,2024-11-22,Customer_165,Camera,Accessories,West,4,22369,89476,UPI
6147,2024-03-03,Customer_172,Laptop,Accessories,South,7,49510,346570,Cash
6148,2023-10-05,Customer_408,Laptop,Gadgets,East,3,1969,5907,Card
6149,2023-07-29,Customer_614,Tablet,Accessories,North,2,35051,70102,Net Banking
6150,2024-06-22,Customer_184,Headphones,Electronics,West,3,34662,103986,Net Banking
6151,2023-12-24,Customer_294,Camera,Electronics,South,9,3191,28719,Cash
6152,2024-12-29,Customer_50,Camera,Electronics,West,2,25704,51408,Card
6153,2023-07-27,Customer_835,Printer,Gadgets,South,1,33569,33569,UPI
6154,2023-10-26,Customer_430,Tablet,Electronics,Central,5,16870,84350,Net Banking
6155,2023-02-25,Customer_90,Watch,Electronics,North,10,13555,135550,Card
6156,2024-04-27,Customer_931,Camera,Gadgets,North,3,45336,136008,Cash
6157,2023-02-02,Customer_1000,Camera,Electronics,West,8,48004,384032,Net Banking
6158,2024-05-25,Customer_351,Headphones,Accessories,West,4,27765,111060,Net Banking
6159,2024-01-22,Customer_633,Tablet,Accessories,East,5,22180,110900,Cash
6160,2023-08-02,Customer_826,Tablet,Gadgets,North,10,22180,221800,UPI
6161,2023-07-26,Customer_144,Tablet,Gadgets,North,2,3811,7622,Net Banking
6162,2024-10-01,Customer_241,Phone,Gadgets,East,6,13962,83772,Cash
6163,2024-07-04,Customer_256,Camera,Gadgets,South,4,45795,183180,Card
6164,2024-10-30,Customer_998,Laptop,Electronics,East,2,20903,41806,UPI
6165,2023-12-11,Customer_386,Watch,Electronics,West,1,9888,9888,UPI
6166,2023-01-18,Customer_451,Headphones,Electronics,West,1,25764,25764,UPI
6167,2025-01-04,Customer_835,Laptop,Accessories,North,5,20534,102670,Net Banking
6168,2024-03-23,Customer_251,Phone,Electronics,West,5,37363,186815,UPI
6169,2024-11-07,Customer_56,Phone,Accessories,Central,8,16834,134672,Card
6170,2024-08-20,Customer_845,Tablet,Electronics,West,10,21942,219420,Net Banking
6171,2023-06-22,Customer_759,Tablet,Electronics,North,3,15500,46500,UPI
6172,2024-06-03,Customer_165,Camera,Electronics,West,8,7817,62536,UPI
6173,2024-07-13,Customer_618,Phone,Gadgets,East,9,37156,334404,Cash
6174,2024-08-28,Customer_367,Watch,Gadgets,Central,5,40041,200205,Cash
6175,2024-01-29,Customer_69,Watch,Gadgets,East,10,38666,386660,UPI
6176,2023-11-18,Customer_258,Printer,Accessories,East,5,28848,144240,UPI
6177,2023-05-28,Customer_75,Phone,Gadgets,North,1,17396,17396,UPI
6178,2023-06-23,Customer_552,Tablet,Electronics,Central,7,32974,230818,UPI
6179,2023-12-05,Customer_603,Tablet,Accessories,North,2,33406,66812,Net Banking
6180,2025-02-19,Customer_915,Headphones,Gadgets,East,1,8687,8687,UPI
6181,2024-01-20,Customer_502,Headphones,Electronics,Central,4,28255,113020,Card
6182,2025-02-15,Customer_715,Watch,Accessories,North,3,33497,100491,Cash
6183,2023-02-28,Customer_496,Printer,Gadgets,East,2,30740,61480,Cash
6184,2025-04-28,Customer_872,Watch,Accessories,South,5,46444,232220,Net Banking
6185,2023-02-13,Customer_227,Watch,Electronics,North,7,6905,48335,UPI
6186,2023-01-13,Customer_822,Watch,Accessories,Central,10,8856,88560,Cash
6187,2024-01-30,Customer_500,Tablet,Accessories,West,6,12131,72786,UPI
6188,2023-10-23,Customer_779,Watch,Electronics,Central,4,8724,34896,Net Banking
6189,2024-05-16,Customer_697,Watch,Gadgets,East,2,23769,47538,Cash
6190,2024-03-09,Customer_368,Headphones,Gadgets,Central,2,23275,46550,Net Banking
6191,2023-04-23,Customer_427,Watch,Accessories,East,7,44890,314230,Cash
6192,2025-05-30,Customer_45,Headphones,Accessories,Central,10,20260,202600,Card
6193,2024-03-06,Customer_655,Watch,Electronics,West,5,27194,135970,Cash
6194,2023-12-16,Customer_424,Camera,Accessories,East,2,46087,92174,Cash
6195,2025-06-03,Customer_426,Laptop,Electronics,South,10,22403,224030,Card
6196,2023-07-11,Customer_153,Phone,Accessories,East,2,33973,67946,UPI
6197,2024-02-09,Customer_84,Camera,Accessories,North,10,8931,89310,Card
6198,2024-10-18,Customer_914,Watch,Accessories,Central,8,48936,391488,UPI
6199,2024-07-25,Customer_567,Printer,Gadgets,West,10,32356,323560,UPI
6200,2024-06-22,Customer_758,Headphones,Gadgets,Central,10,27261,272610,Card
6201,2023-03-29,Customer_166,Camera,Accessories,South,1,23274,23274,Net Banking
6202,2024-10-04,Customer_897,Laptop,Accessories,South,7,37901,265307,Card
6203,2023-07-04,Customer_257,Printer,Accessories,Central,2,28153,56306,Card
6204,2023-08-29,Customer_416,Laptop,Electronics,South,8,18952,151616,Cash
6205,2023-04-24,Customer_621,Headphones,Accessories,South,2,49858,99716,Cash
6206,2024-08-07,Customer_699,Printer,Gadgets,West,4,31085,124340,Cash
6207,2025-05-06,Customer_5,Camera,Accessories,East,4,25948,103792,Net Banking
6208,2025-03-18,Customer_194,Phone,Electronics,South,1,27581,27581,UPI
6209,2024-03-03,Customer_383,Headphones,Electronics,East,8,30304,242432,Net Banking
6210,2024-09-27,Customer_317,Watch,Accessories,South,10,34633,346330,Cash
6211,2023-01-02,Customer_876,Printer,Accessories,North,1,14727,14727,Card
6212,2024-04-25,Customer_786,Phone,Electronics,South,3,20720,62160,Card
6213,2024-12-27,Customer_813,Headphones,Accessories,West,4,49530,198120,UPI
6214,2023-05-11,Customer_83,Watch,Gadgets,South,6,27576,165456,Cash
6215,2024-07-24,Customer_855,Camera,Gadgets,South,1,16414,16414,Cash
6216,2024-12-04,Customer_683,Printer,Accessories,Central,6,33633,201798,Net Banking
6217,2023-05-23,Customer_941,Watch,Electronics,Central,6,13598,81588,Cash
6218,2024-12-28,Customer_478,Laptop,Electronics,South,9,5651,50859,Net Banking
6219,2025-03-25,Customer_395,Camera,Electronics,South,7,28280,197960,Net Banking
6220,2023-08-23,Customer_180,Headphones,Gadgets,Central,5,31967,159835,Cash
6221,2024-10-27,Customer_528,Phone,Electronics,West,6,38610,231660,UPI
6222,2023-12-11,Customer_51,Laptop,Electronics,South,8,40549,324392,Card
6223,2024-11-14,Customer_503,Watch,Gadgets,East,1,15240,15240,UPI
6224,2023-08-12,Customer_206,Tablet,Gadgets,South,2,43763,87526,Card
6225,2024-12-28,Customer_459,Tablet,Gadgets,East,3,45672,137016,UPI
6226,2024-02-29,Customer_833,Headphones,Electronics,Central,6,3608,21648,Card
6227,2023-02-25,Customer_64,Tablet,Accessories,Central,8,36901,295208,Net Banking
6228,2025-03-19,Customer_291,Laptop,Electronics,West,6,10445,62670,UPI
6229,2025-03-25,Customer_164,Camera,Gadgets,North,9,23800,214200,Card
6230,2024-06-03,Customer_124,Camera,Electronics,North,2,21996,43992,UPI
6231,2024-08-24,Customer_589,Headphones,Accessories,West,7,18079,126553,Cash
6232,2023-09-09,Customer_452,Headphones,Gadgets,North,7,23571,164997,Net Banking
6233,2025-05-09,Customer_721,Tablet,Electronics,Central,3,9273,27819,Net Banking
6234,2023-04-22,Customer_952,Printer,Gadgets,East,5,46927,234635,Cash
6235,2025-05-27,Customer_595,Phone,Gadgets,East,9,17771,159939,UPI
6236,2023-07-14,Customer_492,Watch,Gadgets,East,6,30516,183096,Net Banking
6237,2025-06-03,Customer_865,Headphones,Electronics,South,9,35630,320670,Net Banking
6238,2023-12-18,Customer_917,Watch,Accessories,North,1,46836,46836,Cash
6239,2024-12-15,Customer_455,Tablet,Gadgets,East,7,49312,345184,Card
6240,2023-05-26,Customer_393,Phone,Gadgets,East,10,12838,128380,Cash
6241,2023-04-30,Customer_471,Camera,Accessories,North,3,42254,126762,Cash
6242,2024-03-01,Customer_236,Headphones,Electronics,Central,6,44497,266982,Net Banking
6243,2023-02-05,Customer_959,Watch,Gadgets,West,9,3225,29025,Net Banking
6244,2023-05-20,Customer_949,Laptop,Gadgets,South,1,15146,15146,Card
6245,2024-07-17,Customer_777,Camera,Electronics,North,3,1247,3741,Net Banking
6246,2024-02-10,Customer_168,Printer,Accessories,West,4,29524,118096,Cash
6247,2023-07-24,Customer_516,Watch,Accessories,South,5,16898,84490,Card
6248,2024-01-20,Customer_656,Tablet,Accessories,West,1,30646,30646,Cash
6249,2024-08-16,Customer_676,Watch,Gadgets,North,6,27083,162498,UPI
6250,2024-05-17,Customer_501,Printer,Accessories,South,10,27241,272410,Net Banking
6251,2023-02-04,Customer_616,Tablet,Accessories,West,8,13687,109496,Card
6252,2023-03-19,Customer_969,Headphones,Accessories,Central,1,39188,39188,UPI
6253,2023-10-05,Customer_991,Headphones,Gadgets,Central,8,49407,395256,Card
6254,2025-01-05,Customer_440,Watch,Electronics,East,9,33439,300951,Cash
6255,2023-03-01,Customer_140,Printer,Electronics,East,4,6694,26776,Card
6256,2024-03-08,Customer_508,Printer,Accessories,South,6,18333,109998,Cash
6257,2024-12-03,Customer_314,Laptop,Gadgets,East,9,3891,35019,Cash
6258,2025-05-19,Customer_623,Laptop,Accessories,West,2,21175,42350,Net Banking
6259,2025-02-26,Customer_939,Watch,Electronics,North,1,5109,5109,Cash
6260,2023-02-05,Customer_264,Headphones,Electronics,Central,9,21486,193374,Net Banking
6261,2024-03-27,Customer_509,Printer,Gadgets,South,5,48240,241200,UPI
6262,2023-09-07,Customer_652,Printer,Accessories,Central,4,38100,152400,Cash
6263,2024-07-21,Customer_589,Camera,Accessories,North,4,7532,30128,UPI
6264,2024-08-12,Customer_147,Headphones,Accessories,North,9,14854,133686,Cash
6265,2023-07-25,Customer_555,Laptop,Accessories,East,3,43773,131319,UPI
6266,2024-11-01,Customer_70,Printer,Gadgets,South,6,41804,250824,Cash
6267,2023-03-30,Customer_616,Camera,Gadgets,North,4,23658,94632,UPI
6268,2025-05-30,Customer_678,Watch,Electronics,Central,5,11382,56910,UPI
6269,2023-03-06,Customer_637,Printer,Electronics,East,10,29891,298910,Cash
6270,2025-01-16,Customer_556,Watch,Electronics,South,4,37057,148228,Net Banking
6271,2024-11-26,Customer_648,Headphones,Accessories,West,7,2877,20139,Net Banking
6272,2025-05-01,Customer_918,Phone,Gadgets,Central,10,21483,214830,Cash
6273,2023-07-26,Customer_627,Printer,Accessories,North,4,37473,149892,Net Banking
6274,2024-07-17,Customer_686,Phone,Gadgets,West,5,19518,97590,Card
6275,2023-01-22,Customer_245,Camera,Electronics,Central,4,27203,108812,Card
6276,2024-12-08,Customer_839,Printer,Gadgets,South,10,45332,453320,Net Banking
6277,2024-12-23,Customer_523,Laptop,Electronics,West,7,16383,114681,Card
6278,2025-06-17,Customer_573,Laptop,Accessories,North,6,20745,124470,Cash
6279,2024-07-18,Customer_80,Tablet,Electronics,South,4,7410,29640,Net Banking
6280,2024-06-05,Customer_416,Headphones,Electronics,East,8,29930,239440,Net Banking
6281,2024-05-20,Customer_622,Laptop,Gadgets,South,9,36719,330471,Card
6282,2025-02-20,Customer_994,Laptop,Electronics,North,3,35277,105831,Net Banking
6283,2023-11-24,Customer_516,Printer,Accessories,East,1,23930,23930,Card
6284,2023-09-01,Customer_388,Watch,Electronics,South,7,1349,9443,Net Banking
6285,2024-05-15,Customer_174,Camera,Accessories,North,10,42666,426660,UPI
6286,2025-02-16,Customer_350,Camera,Accessories,South,7,21709,151963,Net Banking
6287,2023-03-07,Customer_489,Phone,Accessories,East,10,27645,276450,UPI
6288,2024-12-15,Customer_464,Tablet,Electronics,East,6,15499,92994,UPI
6289,2025-02-22,Customer_695,Phone,Accessories,West,5,19975,99875,Card
6290,2025-05-26,Customer_991,Tablet,Electronics,West,10,38081,380810,Cash
6291,2024-12-25,Customer_839,Laptop,Gadgets,East,2,7251,14502,Cash
